Business Name,Business Open or Closed?,Delivery/Take Out Only/Online Sales,Business Address,Business Phone Number,Business Website,Business Facebook Page,Business Twitter Page,Business Instagram Page,Last Modified Date/Time,Address,Latitude,Longitude,Accuracy Score,Accuracy Type,Zip,Source
Iggy's Bread,Open,Delivery,130 Fawcett St,NA,https://www.iggysbread.com/,https://www.facebook.com/IggysBread,NA,NA,2020-03-23T12:51:09Z,130 Fawcett St,42.39336,-71.148158,1,rooftop,02138,City of Cambridge
IK Bio Jewelry,Open,Online Sales,NA,NA,NA,https://www.facebook.com/ikbiojewelry/,NA,NA,2020-04-21T07:59:57Z,NA,NA,NA,NA,NA,NA,NA
Image Care Electrolysis,Closed,NA,1426 Cambridge Street,NA,http://www.imagecare-electrolysis.com/,https://www.facebook.com/Image-Care-Electrolysis-Advanced-Skin-Care-183511148684201/,NA,NA,2020-03-21T21:01:51Z,1426 Cambridge Street,42.373774,-71.10201,1,rooftop,02139,City of Cambridge
Imagine Playspace,Closed,NA,23 Bay State Road,NA,http://www.imaginecambridge.com/,NA,NA,NA,2020-03-22T12:42:21Z,23 Bay State Road,42.387338,-71.140316,1,rooftop,02138,City of Cambridge
Imperial Cleaners,Open,NA,161 Huron Ave,(617) 547-3316,NA,NA,NA,NA,2020-03-22T08:45:32Z,161 Huron Ave,42.382437,-71.131248,1,rooftop,02138,City of Cambridge
Improv Boston,Closed,Online Sales,40 Prospect St,NA,https://improvboston.com/?gclid=CjwKCAjwsMzzBRACEiwAx4lLG9JfLV0eZEgOLZ4y-LfDkyyoybMfPOUtv3cxz2NscYrzhOX9dks-ChoCHWMQAvD_BwE,https://www.facebook.com/ImprovBoston,https://twitter.com/improvboston,https://www.instagram.com/improvboston/,2020-03-23T12:51:09Z,40 Prospect St,42.366127,-71.103276,1,rooftop,02139,City of Cambridge
In Style Barber Shop,Closed,NA,566 Cambridge St,(617) 864-1916,NA,https://www.facebook.com/pages/category/Barber-Shop/Instyle-Barber-Shop-835091596512552/,NA,NA,2020-03-22T09:28:14Z,566 Cambridge St,42.371688,-71.085773,1,rooftop,02141,City of Cambridge
India Pavilion,Open,"Delivery
Take Out",17 Central Square,NA,https://indiapavilion.co/,NA,NA,NA,2020-03-23T12:51:09Z,17 Central Square,42.365375,-71.10476,1,rooftop,02139,City of Cambridge
Inman Oasis,Closed,NA,243 Hampshire Street,NA,https://www.inmanoasis.com/,NA,NA,NA,2020-03-28T09:14:13Z,243 Hampshire Street,42.374111,-71.101111,1,rooftop,02139,City of Cambridge
Inman Pharmacy,Open,NA,1414 Cambridge Street,617-876-4868,https://www.inmanpharmacy.com/,NA,NA,NA,2020-03-21T21:01:51Z,1414 Cambridge Street,42.373737,-71.101571,1,rooftop,02139,City of Cambridge
Inman Square Hardware,Open,NA,1337 Cambridge Street,617-491-3405,https://www.inmansquarehardware.com/,https://www.facebook.com/InmanSquareHardware,NA,NA,2020-03-21T20:27:26Z,1337 Cambridge Street,42.373706,-71.099852,1,rooftop,02139,City of Cambridge
Inman Square Laudromat,Open,NA,1298 Cambridge Street,857-891-8174,NA,NA,NA,NA,2020-03-21T21:26:25Z,1298 Cambridge Street,42.373426,-71.099173,1,rooftop,02139,City of Cambridge
Inman Square Wine and Spirits,Open,NA,1226 Cambridge Street,(617) 945-2902,https://www.inmansquarewine.com/,https://www.facebook.com/InmanSquareWine/,NA,https://www.instagram.com/inmansquarewinenspirits/,2020-03-21T21:26:25Z,1226 Cambridge Street,42.37326,-71.09786,1,rooftop,02139,City of Cambridge
Inner Space Mediation Center and Gallery,Closed,NA,1110 Massachusetts Ave,NA,https://innerspaceharvardsq.org/,NA,https://twitter.com/innerspharvard,NA,2020-03-22T21:58:44Z,1110 Massachusetts Ave,42.370618,-71.11378,1,rooftop,02138,City of Cambridge
Irving House,Open,NA,24 Irving St.,(617) 547-4600,https://www.irvinghouse.com/,NA,NA,NA,2020-03-22T14:36:06Z,24 Irving St.,42.37555,-71.110832,1,rooftop,02138,City of Cambridge
Isabel Y Anita Gallery Salon,Closed,NA,1168 Massachusetts Ave,(857) 242-4935,NA,https://www.facebook.com/pages/category/Beauty--Cosmetic---Personal-Care/Isabel-Y-Anita-Gallery-Salon-601928523316473/,NA,NA,2020-03-22T22:17:52Z,1168 Massachusetts Ave,42.371371,-71.114715,1,rooftop,02138,City of Cambridge
Ittoku,Open,"Delivery
Take Out",1815 Mass. Ave.,617-608-3630,https://ittoku.org/,https://www.facebook.com/Izakaya-Ittoku-191428244355243/,NA,https://www.instagram.com/izakayaittoku/,2020-03-25T14:48:36Z,1815 Massachusetts Ave,42.387136,-71.118975,1,rooftop,02140,City of Cambridge
Izzy's Restaurant and Sub Shop,Open,Take Out,169 Harvard Street,617-661-3910,http://www.izzysrestaurantcambridge.com/,https://www.facebook.com/izzysrestaurantcambridge/,https://twitter.com/IzzysCambridge,NA,2020-03-23T12:51:09Z,169 Harvard Street,42.366212,-71.095607,1,rooftop,02139,City of Cambridge
J. August,Closed,NA,1320 Mass Ave,NA,NA,NA,NA,NA,2020-03-23T14:31:13Z,1320 Massachusetts Ave,42.372932,-71.117663,1,rooftop,02138,City of Cambridge
J. Miles,Closed,NA,340 Huron Avve.,(617) 547-9604,NA,NA,NA,NA,2020-04-07T19:58:05Z,340 Huron Ave.,42.381177,-71.137802,1,rooftop,02138,City of Cambridge
J.P. Licks,Open,Delivery,1312 Mass. Ave.,NA,https://jplicks.com/locations/f/Cambridge-~amp~-Somerville/28,NA,NA,NA,2020-03-23T12:51:09Z,1312 Massachusetts Ave,42.372894,-71.11751,1,rooftop,02138,City of Cambridge
Jack's Tailoring & Dry Cleaning,Open,NA,1937 Mass. Ave.,(617) 868-8339,http://www.jackstailoring.com/,NA,NA,NA,2020-03-22T16:58:07Z,1937 Massachusetts Ave,42.389651,-71.119992,1,rooftop,02140,City of Cambridge
Jar H Kim Tae Kwan Do,Closed,Online Sales,2000 Mass. Ave.,617-492-5070,https://tkd-cambridge.com,https://www.facebook.com/tkdcambridge,https://twitter.com/jhkim_cambridge,https://www.instagram.com/jaekim.tkd.cambridge/,2020-03-29T14:12:15Z,2000 Massachusetts Ave,42.390347,-71.121412,1,rooftop,02140,City of Cambridge
Jeana's Dirty Dog Salon,Closed,NA,298 Concord Ave,NA,http://jeanasdirtydog.com/,NA,NA,NA,2020-03-22T10:18:41Z,298 Concord Ave,42.383856,-71.134341,1,rooftop,02138,City of Cambridge
Jessica Nails and Spa,Closed,NA,2000 Mass. Ave.,617-354-2955,NA,NA,NA,NA,2020-03-22T17:08:33Z,2000 Massachusetts Ave,42.390347,-71.121412,1,rooftop,02140,City of Cambridge
Jimmy's Shoe Repair,Closed,NA,42 Prospect St,(617) 868-8838,NA,https://www.facebook.com/pages/category/Shoe-Repair-Shop/Jimmys-Shoe-Repair-148871281808356/,NA,NA,2020-04-11T17:21:17Z,42 Prospect St,42.366178,-71.103218,1,rooftop,02139,City of Cambridge
Joe Sent Me,Open,Take Out,2388 Mass. Ave.,(617) 492-1116,http://www.joe-sent-me.com/cambridge/,NA,https://twitter.com/JoeSentMe1,NA,2020-03-23T12:51:09Z,2388 Massachusetts Ave,42.396943,-71.129961,1,rooftop,02140,City of Cambridge
John's Barber Shop,Closed,NA,16 Prospect St,NA,NA,https://www.facebook.com/Johnsbarbshop/,NA,NA,2020-03-22T11:26:03Z,16 Prospect St,42.365831,-71.103587,1,rooftop,02139,City of Cambridge
Joie De ViVre,Closed,Online Sales,1792 Mass. Ave.,NA,https://joiedevivre.net/,https://www.facebook.com/joiedevivrecambridge/,NA,NA,2020-03-23T12:51:09Z,1792 Massachusetts Ave,42.386014,-71.119458,1,rooftop,02140,City of Cambridge
Join Ventures Physical Therapy,Closed,NA,356 Third Street,NA,http://www.jointventurespt.com/locations/kendall-square,NA,NA,NA,2020-03-21T19:44:33Z,356 Third Street,42.363619,-71.083436,1,rooftop,02141,City of Cambridge
Jose's,Open,"Delivery
Take Out",131 Sherman St,617-922-4704,https://josesmex.com/,https://www.facebook.com/josesmex/,https://twitter.com/josescambridge,NA,2020-03-23T12:55:42Z,131 Sherman St,42.390227,-71.132803,1,rooftop,02140,City of Cambridge
Judy Jetson Hair,Closed,NA,1765 Mass. Ave.,(617) 354-2628,NA,https://www.facebook.com/JudyJetsonInc/,NA,https://www.instagram.com/judyjetsonhair/,2020-04-05T18:05:03Z,1765 Massachusetts Ave,42.385303,-71.119147,1,rooftop,02140,City of Cambridge
Juniors Automotive and Gas,Open,NA,1725 Mass. Ave.,617-441-2882,NA,NA,NA,NA,2020-03-22T20:58:54Z,1725 Massachusetts Ave,42.384049,-71.119081,1,rooftop,02138,City of Cambridge
Kaledoscope Tattoo,Closed,NA,2374 Mass. Ave.,NA,https://kaleidoscopetattoo.net/home.html,NA,NA,NA,2020-03-22T18:24:44Z,2374 Massachusetts Ave,42.396678,-71.129667,1,rooftop,02140,City of Cambridge
Karma Yoga Studio and Karma Gym,Closed,NA,1120 Massachusetts Ave,NA,https://karmacambridge.com/,https://www.facebook.com/karmacambridge/,NA,NA,2020-03-22T22:01:52Z,1120 Massachusetts Ave,42.370749000000004,-71.113942,1,rooftop,02138,City of Cambridge
Keezer’s and Le Couturier,Closed,NA,1740 Mass. Ave.,617-497-1258,https://www.lecouturierma.com/,https://www.facebook.com/Keezers-and-Le-Couturier-1036968066495978/,NA,NA,2020-03-23T12:55:42Z,1740 Massachusetts Ave,42.384637,-71.11961,1,rooftop,02138,City of Cambridge
Kendall Flower Shop,Closed,NA,96 Ames Street,NA,https://www.kendallflowers.com/,NA,NA,NA,2020-03-21T19:44:33Z,96 Ames Street,42.363312,-71.087597,1,rooftop,02142,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
Kendall Hotel,Open,NA,350 Main Street,617-577-1300,https://kendallhotel.com/,NA,NA,NA,2020-03-23T14:14:50Z,350 Main Street,42.362397,-71.087277,1,rooftop,02142,City of Cambridge
Kendall House of Pizza,Open,"Delivery
Take Out",201 Third Street,NA,https://www.kendallhouseofpizzamenu.com/,NA,NA,NA,2020-03-23T12:55:42Z,201 Third Street,42.367624,-71.08128,1,rooftop,02141,City of Cambridge
Kendall Kitchen,Closed,NA,201 Broadway,NA,https://www.kendallkitchen.com/,NA,NA,NA,2020-03-21T19:44:33Z,201 Broadway,42.366109,-71.092582,1,rooftop,02139,City of Cambridge
Kendall Square Cinema,Closed,NA,365 Binney Street,NA,https://www.landmarktheatres.com/boston/kendall-square-cinema,NA,NA,NA,2020-03-21T19:44:33Z,365 Binney Street,42.367038,-71.089418,0.9,range_interpolation,02139,TIGER/Line® dataset from the US Census Bureau
L.A. Burdick Chocolate,Open,"Delivery
Take Out",52 Brattle St,617.491.4340,https://www.burdickchocolate.com/content-page.aspx?page=chocolateshop-cafe-cambridge,NA,NA,NA,2020-03-23T14:52:45Z,52 Brattle St,42.374293,-71.121933,1,rooftop,02138,City of Cambridge
L.A. Market,Open,NA,2362 Mass. Ave.,(617) 945-5910,NA,NA,NA,NA,2020-03-22T18:35:12Z,2362 Massachusetts Ave,42.396355,-71.129304,1,rooftop,02140,City of Cambridge
La Fabrica,Closed,NA,450 Massachusetts Ave,NA,https://www.lafabricacentral.com/,https://www.facebook.com/lafabricanightclub/,NA,https://www.instagram.com/lafabricacentral_restaurant/,2020-03-22T11:54:38Z,450 Massachusetts Ave,42.363484,-71.101101,1,rooftop,02139,City of Cambridge
La Flamme Barber Shop,Closed,NA,21 Dunster St,(617) 354-8377,NA,NA,NA,NA,2020-03-23T08:55:19Z,21 Dunster St,42.372752,-71.119137,1,rooftop,02138,City of Cambridge
La Moon Thai Spa,Closed,NA,220 Concord Ave,(617) 714 - 5319,https://www.lamoonthaicambridge.com/,NA,NA,NA,2020-03-22T10:03:35Z,220 Concord Ave,42.382634,-71.131733,1,rooftop,02138,City of Cambridge
Lamplighter Brewery,Open,Take Out,284 Broadway,NA,https://lamplighterbrewing.com/,https://lamplighterbrewing.com/,https://twitter.com/LamplighterBrew,https://www.instagram.com/lamplighterbrew/,2020-03-25T14:37:08Z,284 Broadway,42.367969,-71.097865,1,rooftop,02139,City of Cambridge
LaundroMutt,Open,NA,489 Concord Ave,NA,http://www.laundromutt.com/,https://www.facebook.com/laundromuttbyod/,NA,NA,2020-03-22T13:23:06Z,489 Concord Ave,42.386869,-71.140688,1,rooftop,02138,City of Cambridge
Laura Jean Floral,Closed,NA,270 Concord Ave,508.681.5573,https://www.ljfloral.com/,https://www.facebook.com/ljeansp,NA,https://www.instagram.com/laurajean_floral/,2020-04-05T18:05:03Z,270 Concord Ave,42.383389,-71.133258,1,rooftop,02138,City of Cambridge
Le Petit Salon Curl Concept,Closed,NA,56 JFK St.,NA,https://lepetitcurlconcept.com/,https://www.facebook.com/CurlyExpert/,https://twitter.com/curlintown,https://www.instagram.com/lepetitsalon_devacurl/,2020-03-23T15:48:48Z,56 JFK St.,42.371797,-71.120616,1,rooftop,02138,City of Cambridge
Le's,Open,"Delivery
Take Out",36 JFK St.,617-864-4100,https://lesrestauranttogo.com/,NA,NA,NA,2020-03-23T12:57:46Z,36 JFK St.,42.372747,-71.119871,1,rooftop,02138,City of Cambridge
Le's Beauty & Nail,Closed,NA,480 Cambridge St,(617) 876-9988,NA,https://www.facebook.com/pages/category/Nail-Salon/Les-Beauty-Nail-549747668463111/,NA,NA,2020-03-22T09:28:14Z,480 Cambridge St,42.371504,-71.084314,1,rooftop,02141,City of Cambridge
Le's Sushi Bar and Restaurant,Open,"Delivery
Take Out",425-429 Cambridge St,(617) 945-2305,https://lesushi425.com/,NA,NA,NA,2020-03-23T12:57:46Z,425-429 Cambridge St,42.371574,-71.083372,1,rooftop,02141,City of Cambridge
Learning Center,Closed,NA,657 Cambridge St.,NA,https://the-learning-circle.org/,NA,NA,NA,2020-03-23T14:14:50Z,657 Cambridge St.,42.372078,-71.087292,1,rooftop,02141,City of Cambridge
Leavitt & Peirce,Closed,Online Sales,1316 Mass Ave,(617) 547-0576,https://www.leavittandpeirce.com/home,https://www.facebook.com/Leavitt-Peirce-162049567153546/,NA,NA,2020-03-23T14:31:13Z,1316 Massachusetts Ave,42.372913,-71.117585,1,rooftop,02138,City of Cambridge
Legal Fish Bowl,Closed,NA,355 Main Street,NA,https://www.legalseafoods.com/restaurants/cambridge-kendall-square-97,NA,NA,NA,2020-03-21T19:44:33Z,355 Main Street,42.362644,-71.087116,1,rooftop,02142,City of Cambridge
Legal Seafood,Closed,NA,355 Main Street,NA,https://www.legalseafoods.com/restaurants/cambridge-kendall-square-97,NA,NA,NA,2020-03-21T19:44:33Z,355 Main Street,42.362644,-71.087116,1,rooftop,02142,City of Cambridge
Leo Caroll Jewelers,Closed,NA,1348 Cambridge Street,617-864-2090,https://leocarrolljewelers.webs.com/,https://www.facebook.com/pages/Leo-Carroll/145070268982553?__tn__=K-R&eid=ARArEJMmmAsfXmGukt41kPwdZSBYvrW0QEsdFuvItq0ZqqDsYBEXF38q214MJvAd9Gw3FMuerQOXPNRD&fref=mentions&__xts__[0]=68.ARCuxsAS5ABChpsTWXNPJsK_YSwvn7N--FDci2kjsSPTxjnboGN04_InR-mPoP7etqASH3UwlL5-mOV7w36OVZcCCyrNsDgrmMMXY7aoKgQQGguXNjI4q4E533XTog_axlmUntWCrSNqt8N_s3e6hjZPT4aR8QbarnzO1WiKzqfRG9Hsj_bfcdZH66UZ6Py5N-I-pElQGi7nLEi-7Ksrqb8t8_OSpBMWmvE-9ZW4GxjIyjm4Czzb-VEhHfHnSM_9TQ0XGWQompghjYM3c8fKYTeQ9_hrb2g3RaLxYGE80UsjA8Nm8vAD1xTUfbRkBMTg55NO5gNRtDp4kpf_A-PlPFOc-FLm1anbTL92U-LTXTvuYRx91COnVLpvBAEaViqfYRgtzy2QCjMuIZrJ34klJE6w6eBvO9JVJA&rf=1648114338770764,NA,NA,2020-04-05T18:05:03Z,1348 Cambridge Street,42.37352,-71.099902,1,rooftop,02139,City of Cambridge
Lesley Barnes and Noble,Closed,NA,1815 Mass. Ave.,NA,NA,NA,NA,NA,2020-03-22T18:59:08Z,1815 Massachusetts Ave,42.387136,-71.118975,1,rooftop,02140,City of Cambridge
Lewis Beauty Salon,Closed,NA,44 Prospect St,(617) 576-0108,NA,NA,NA,NA,2020-03-22T11:26:03Z,44 Prospect St,42.36619,-71.103205,1,rooftop,02139,City of Cambridge
Libby's Liquor Market,Open,NA,575 Massachusetts Ave,NA,https://www.libbysliquorcambridge.com/,NA,NA,NA,2020-03-22T11:28:06Z,575 Massachusetts Ave,42.364889,-71.102535,1,rooftop,02139,City of Cambridge
Lily P's,Closed,NA,50 Binney Street,NA,https://www.lilypschicken.com/,https://www.facebook.com/lilypschicken/?ref=py_c,NA,https://www.instagram.com/lilypschicken/,2020-03-21T19:44:33Z,50 Binney Street,42.36514,-71.079518,1,rooftop,02141,City of Cambridge
Lilypad,Closed,NA,1353 Cambridge Street,NA,https://www.lilypadinman.com/,https://www.facebook.com/lilypadinman/,NA,https://www.instagram.com/lilypadinman/,2020-03-23T14:14:50Z,1353 Cambridge Street,42.373735,-71.100065,1,rooftop,02139,City of Cambridge
Lingo Café and Bar,Closed,NA,2 Education Circle,NA,http://www.lingocafeandbar.com/,NA,NA,NA,2020-03-21T21:57:54Z,2 Education Circle,42.369697,-71.068919,1,rooftop,02141,City of Cambridge
Little Crepe Cafe,Open,"Delivery
Take Out",102 Oxford St,(857) 326-3184,https://www.littlecrepecafe.com/,https://www.facebook.com/LittleCrepeCafe/,NA,https://www.instagram.com/littlecrepecafe/,2020-03-25T14:48:36Z,102 Oxford St,42.383136,-71.116046,1,rooftop,02138,City of Cambridge
Little Details,Closed,Online Sales,2255 Mass. Ave.,NA,https://thelittledetails.com/,https://www.facebook.com/tldboston/,NA,https://www.instagram.com/tldboston/,2020-03-23T14:14:50Z,2255 Massachusetts Ave,42.394369,-71.126573,1,rooftop,02140,City of Cambridge
Little Donkey,Closed,NA,505 Massachusetts Ave,NA,http://www.littledonkeybos.com/,https://www.facebook.com/littledonkeyboston/,NA,NA,2020-03-22T11:54:38Z,505 Massachusetts Ave,42.364299,-71.101541,1,rooftop,02139,City of Cambridge
Live Alive Organic Café,Open,Delivery,765 Massachusetts Ave,617-354-5433,https://www.lifealive.com/,https://www.facebook.com/lifealivecafe/,https://twitter.com/lifealivecafe,https://www.instagram.com/lifealivecafe/,2020-04-15T12:14:17Z,765 Massachusetts Ave,42.366638,-71.105466,1,rooftop,02139,City of Cambridge
Living Harmony,Open,Online Sales,NA,NA,http://www.living-harmony.org/,NA,NA,NA,2020-04-19T11:24:37Z,NA,NA,NA,NA,NA,NA,NA
Lizard Lounge,Closed,NA,1667 Mass. Ave.,NA,https://lizardloungeclub.com/,https://www.facebook.com/lizardloungecambridge,https://twitter.com/LizardLoungeCam,https://www.instagram.com/lizardloungeclub/,2020-03-22T21:14:04Z,1667 Massachusetts Ave,42.382129,-71.119494,1,rooftop,02138,City of Cambridge
Lizzy's Ice Cream,Closed,NA,29 Church St,(617) 354-2911,https://lizzysicecream.com/,https://www.facebook.com/lizzysicecream/,NA,NA,2020-03-24T12:22:23Z,29 Church St,42.374471,-71.120126,1,rooftop,02138,City of Cambridge
Loeb Drama Center/American Repertory Theater,Closed,NA,64 Brattle St,NA,https://americanrepertorytheater.org/,NA,NA,NA,2020-03-23T14:52:45Z,64 Brattle St,42.375047,-71.122742,1,rooftop,02138,City of Cambridge
Lola Hair Studio,Closed,NA,87 Blanchard Rd,NA,https://www.lolahairstudio.com/,NA,NA,NA,2020-03-22T13:43:54Z,87 Blanchard Rd,42.394072,-71.158005,1,rooftop,02138,City of Cambridge
Lone Star Taco Bar,Open,Take Out,635 Cambridge St,(857) 285-6179,http://deepellum-allston.com/lonestar/,NA,NA,https://www.instagram.com/lonestar_camb/,2020-03-25T14:48:36Z,635 Cambridge St,42.372026,-71.086906,1,rooftop,02141,City of Cambridge
Longfellow Bar,Closed,NA,40 Brattle St #3,NA,https://longfellowharvard.com/,NA,NA,NA,2020-03-23T14:39:21Z,40 Brattle St #3,42.373628,-71.121362,1,rooftop,02138,City of Cambridge
Looks,Closed,Online Sales,2 Arrow St,NA,https://www.looksclothing.com/,https://www.facebook.com/Looks-Cambridge-107342752736867/,NA,https://www.looksclothing.com/,2020-03-23T14:31:13Z,2 Arrow St,42.370947,-71.114303,1,rooftop,02138,City of Cambridge
Lord Hobo,Closed,NA,92 Hampshire St,NA,https://www.lordhobo.com/,https://www.facebook.com/LordHoboBar/?ref=bookmarks,https://twitter.com/lordhobobar,NA,2020-04-15T17:34:42Z,92 Hampshire St,42.368731,-71.094904,1,rooftop,02139,City of Cambridge
Lovely Spa,Closed,NA,473 Cambridge St,(617) 868-8866,https://www.lovelyspama.com/,NA,NA,NA,2020-03-22T09:28:14Z,473 Cambridge St,42.371674,-71.084137,1,rooftop,02141,City of Cambridge
Loyal Companion,Open,Take Out,95 First Street,(617) 812-7592,https://loyalcompanion.com/a/pages/locations/227/loyal-companion-cambridge,NA,NA,NA,2020-03-27T18:19:44Z,95 First Street,42.368038,-71.077657,1,rooftop,02141,City of Cambridge
Loyal Nine,Closed,Online Sales,660 Cambridge St,NA,https://www.loyalninecambridge.com/,https://www.facebook.com/LoyalNineEastCambridge/,https://twitter.com/TheLoyalNine,https://www.instagram.com/loyalnine/,2020-03-23T13:36:00Z,660 Cambridge St,42.371927,-71.087615,1,rooftop,02141,City of Cambridge
Luce,Closed,NA,1 Shepard St,NA,https://www.lucecambridge.com/home,https://www.facebook.com/LuceCambridge/,NA,https://www.instagram.com/lucecambridge/,2020-03-22T21:09:29Z,1 Shepard St,42.38185,-71.120137,1,rooftop,02138,City of Cambridge
Lucky's Corner,Closed,NA,272 Broadway,(617) 661-8777,NA,NA,NA,NA,2020-04-23T12:06:50Z,272 Broadway,42.367825,-71.097478,1,rooftop,02139,City of Cambridge
Lucky's Tattoo and Piercing,Closed,NA,694 Massachusetts Ave,NA,http://www.luckystattoo.org/,NA,NA,https://www.instagram.com/luckysnoho/,2020-03-22T11:08:22Z,694 Massachusetts Ave,42.365789,-71.10467,1,rooftop,02139,City of Cambridge
Luigi's Variety,Open,NA,520 Cambridge St,(617) 492-0440,NA,NA,NA,NA,2020-03-22T09:28:14Z,520 Cambridge St,42.371577,-71.084914,1,rooftop,02141,City of Cambridge
Lulu Family Cuts,Closed,NA,2323 Mass. Ave.,(617) 876-2323,https://www.luluskidscuts.com/,https://www.facebook.com/lulusfamilycuts/?ref=nf&hc_ref=ARTwP8qg5-GuUXT4JdruhDkE4RQ2he1clYJ3hmsZEB-tnY2G4o5A2wqiyRBubxifIsY,NA,NA,2020-03-22T18:43:40Z,2323 Massachusetts Ave,42.395818,-71.128215,1,rooftop,02140,City of Cambridge
M'lor Cafe,Closed,NA,1093 Cambridge Street,NA,NA,https://www.facebook.com/pages/Mlor-Caffe/2142904565763198,NA,https://www.instagram.com/mlorcaffe/?hl=en,2020-03-21T21:47:13Z,1093 Cambridge Street,42.373128,-71.095364,1,rooftop,02139,City of Cambridge
Ma Magoo's,Open,"Delivery
Take Out",6 Concord Lane,617-354-9139,https://mamagoos.foodtecsolutions.com/ordering/home,NA,NA,NA,2020-03-23T13:36:00Z,6 Concord Lane,42.388002,-71.142431,1,rooftop,02138,City of Cambridge
Mad Monkfish,Open,"Delivery
Take Out",524 Massachusetts Ave.,NA,https://www.themadmonkfish.com/,NA,NA,NA,2020-03-23T14:14:50Z,524 Massachusetts Ave.,42.364237,-71.102054,1,rooftop,02139,City of Cambridge
Made by Me,Closed,NA,1685 Mass . Ave.,(617) 354-8111,http://www.made-by-me.com/,https://www.facebook.com/Made-By-Me-141137463900/,NA,NA,2020-03-27T18:19:44Z,1685 Massachusetts Ave,42.382668,-71.119432,1,rooftop,02138,City of Cambridge
Mae Asian Eatery,Open,"Delivery
Take Out",781 Main St,(617) 354-3388,https://www.maeae.com/,NA,NA,NA,2020-03-23T13:36:00Z,781 Main St,42.363325,-71.096839,1,rooftop,02139,City of Cambridge
Magic Beans,Closed,Online Sales,361 Huron Ave.,617-300-0111,https://www.mbeans.com/pages/baby-gear-and-toy-stores-cambridge-massachusetts,https://www.facebook.com/magicbeans/,NA,https://www.instagram.com/mbeansdotcom/,2020-03-27T18:19:44Z,361 Huron Ave.,42.381307,-71.13865,1,rooftop,02138,City of Cambridge
Maharaja,Open,"Delivery
Take Out",57 JFK St.,(617) 547-2757,http://www.maharajaboston.com/,https://www.facebook.com/maharajaboston,NA,NA,2020-03-24T08:00:58Z,57 JFK St.,42.372038,-71.120733,1,rooftop,02138,City of Cambridge
Mainely Burgers,Open,"Delivery
Take Out",704 Massachusetts Ave,NA,https://www.mainelyburgers.com/,https://www.facebook.com/MainelyBurgers/,https://twitter.com/MainelyBurgers,https://www.instagram.com/mainelyburgers/,2020-04-08T11:32:59Z,704 Massachusetts Ave,42.36593,-71.104907,1,rooftop,02139,City of Cambridge
Majestic Yoga,Closed,NA,382 Huron Ave.,NA,http://www.majesticyogastudio.com/,https://www.facebook.com/majesticyoga/,https://twitter.com/MajesticYoga,NA,2020-03-22T08:35:26Z,382 Huron Ave.,42.380975,-71.139194,1,rooftop,02138,City of Cambridge
Mamaleh's Deli,Closed,Online Sales,One Kendall Square,NA,https://mamalehs.com/,https://www.facebook.com/Mamalehs/,NA,https://www.instagram.com/mamalehs/?hl=en,2020-03-23T13:36:00Z,One Kendall Square,42.366971,-71.090615,0.33,place,02138,TIGER/Line® dataset from the US Census Bureau
Marathon Sports,Closed,Online Sales,1654 Mass. Ave.,617.354.4161,https://www.marathonsports.com/locations/cambridge/,https://www.facebook.com/CambridgeMarathonSports/,NA,NA,2020-03-27T18:19:44Z,1654 Massachusetts Ave,42.381626,-71.11995,1,rooftop,02138,City of Cambridge
Marimekko,Closed,NA,350 Huron Ave.,NA,https://www.marimekko.com/us_en/,NA,NA,NA,2020-04-07T20:04:22Z,350 Huron Ave.,42.381129,-71.138218,1,rooftop,02138,City of Cambridge
Mariposa Bakery,Open,Take Out,424 Massachusetts Ave.,NA,https://www.mariposabakery.com/,https://www.facebook.com/Mariposa-Bakery-100186557674/,NA,https://www.instagram.com/mariposabakery/,2020-04-01T15:21:53Z,424 Massachusetts Ave.,42.363408,-71.100653,1,rooftop,02139,City of Cambridge
Market Square Jewelers,Closed,NA,1156 Massachusetts Ave,(617) 714 - 4870,https://www.marketsquarejewelers.com/pages/cambridge-massachusetts,https://www.facebook.com/marketsquarejewelers/,NA,https://www.instagram.com/marketsquarejewelers/,2020-03-27T18:19:44Z,1156 Massachusetts Ave,42.371236,-71.114535,1,rooftop,02138,City of Cambridge
Martin Brothers Liquors,Open,NA,1144 Cambridge Street,(617) 547-7729,NA,NA,NA,NA,2020-03-21T21:40:19Z,1144 Cambridge Street,42.373065,-71.09638,1,rooftop,02139,City of Cambridge
Mary Chung,Open,"Delivery
Take Out",464 Masachusetts Ave,(617) 864-1991,NA,https://www.facebook.com/pages/Mary-Chung-Restaurant/152166398152836,NA,NA,2020-03-23T13:36:00Z,464 Masachusetts Ave,42.363703,-71.10116,1,rooftop,02139,City of Cambridge
Mass Ave Diner,Closed,NA,906 Massachusetts Ave,(617) 864-5301,https://massavediner.com/,https://www.facebook.com/massavediner/,NA,https://www.instagram.com/massavediner/,2020-04-11T17:21:17Z,906 Massachusetts Ave,42.368217,-71.108661,1,rooftop,02139,City of Cambridge
Mass Chicken,Open,Take Out,736 Mass. Ave.,(617) 234-4450,https://masschickencambridge.com/6146,NA,NA,NA,2020-03-23T14:58:35Z,736 Massachusetts Ave,42.366031,-71.10509,1,rooftop,02139,City of Cambridge
